problem_feature_map_id,problem_id,feature_id,feature_value_id,value_numeric,value_text,truth_status,is_defining,conditions,confidence,source_ids,last_verified
PFM00737,PA050,F_VARIABLE_DOMAIN,FV0005,,,yes,yes,,high,S055,2026-07-13
PFM00738,PA050,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S055,2026-07-13
PFM00739,PA050,F_CONVEXITY,FV0019,,,yes,yes,,high,S055,2026-07-13
PFM00740,PA050,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S055,2026-07-13
PFM00741,PA050,F_DERIVATIVE_ACCESS,FV0030,,,yes,yes,,high,S055,2026-07-13
PFM00742,PA050,F_CONSTRAINT_CLASS,FV0045,,,yes,yes,,high,S055,2026-07-13
PFM00743,PA050,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S055,2026-07-13
PFM00744,PA050,F_EVALUATION_COST,FV0060,,,yes,yes,,high,S055,2026-07-13
PFM00745,PA050,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S055,2026-07-13
PFM00746,PA050,F_SOLUTION_GOAL,FV0071,,,yes,yes,,high,S055,2026-07-13
PFM00747,PA050,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S055,2026-07-13
PFM00748,PA050,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S055,2026-07-13
PFM00749,PA050,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S055,2026-07-13
PFM00750,PA050,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S055,2026-07-13
PFM00751,PA050,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S055,2026-07-13
PFM00752,PA051,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S061,2026-07-13
PFM00753,PA051,F_OBJECTIVE_FORM,FV0014,,,yes,yes,,high,S061,2026-07-13
PFM00754,PA051,F_CONVEXITY,FV0019,,,yes,yes,,high,S061,2026-07-13
PFM00755,PA051,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S061,2026-07-13
PFM00756,PA051,F_DERIVATIVE_ACCESS,FV0030,,,yes,yes,,high,S061,2026-07-13
PFM00757,PA051,F_CONSTRAINT_CLASS,FV0045,,,yes,yes,,high,S061,2026-07-13
PFM00758,PA051,F_DIMENSION_CONTEXT,FV0057,,,yes,yes,,high,S061,2026-07-13
PFM00759,PA051,F_EVALUATION_COST,FV0060,,,yes,yes,,high,S061,2026-07-13
PFM00760,PA051,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S061,2026-07-13
PFM00761,PA051,F_SOLUTION_GOAL,FV0069,,,yes,yes,,high,S061,2026-07-13
PFM00762,PA051,F_SCALE_STRUCTURE,FV0078,,,yes,yes,,high,S061,2026-07-13
PFM00763,PA051,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S061,2026-07-13
PFM00764,PA051,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S061,2026-07-13
PFM00765,PA051,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S061,2026-07-13
PFM00766,PA051,F_STRUCTURE_SEPARABLE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S061,2026-07-13
PFM00767,PA052,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S054,2026-07-13
PFM00768,PA052,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S054,2026-07-13
PFM00769,PA052,F_CONVEXITY,FV0019,,,yes,yes,,high,S054,2026-07-13
PFM00770,PA052,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S054,2026-07-13
PFM00771,PA052,F_DERIVATIVE_ACCESS,FV0033,,,yes,yes,,high,S054,2026-07-13
PFM00772,PA052,F_CONSTRAINT_CLASS,FV0042,,,yes,yes,,high,S054,2026-07-13
PFM00773,PA052,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S054,2026-07-13
PFM00774,PA052,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S054,2026-07-13
PFM00775,PA052,F_NOISE_LEVEL,FV0065,,,yes,yes,,high,S054,2026-07-13
PFM00776,PA052,F_SOLUTION_GOAL,FV0068,,,yes,yes,,high,S054,2026-07-13
PFM00777,PA052,F_SCALE_STRUCTURE,FV0078,,,yes,yes,,high,S054,2026-07-13
PFM00778,PA052,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S054,2026-07-13
PFM00779,PA052,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S054,2026-07-13
PFM00780,PA052,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S054,2026-07-13
PFM00781,PA052,F_STRUCTURE_SEPARABLE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S054,2026-07-13
PFM00782,PA053,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00783,PA053,F_OBJECTIVE_FORM,FV0012,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00784,PA053,F_CONVEXITY,FV0019,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00785,PA053,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00786,PA053,F_DERIVATIVE_ACCESS,FV0030,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00787,PA053,F_CONSTRAINT_CLASS,FV0045,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00788,PA053,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00789,PA053,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00790,PA053,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00791,PA053,F_SOLUTION_GOAL,FV0069,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00792,PA053,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00793,PA053,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00794,PA053,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00795,PA053,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S012;S016;S043,2026-07-13
PFM00796,PA053,F_STRUCTURE_QP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S012;S016;S043,2026-07-13
PFM00797,PA053,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S012;S016;S043,2026-07-13
PFM00798,PA054,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00799,PA054,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00800,PA054,F_CONVEXITY,FV0019,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00801,PA054,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00802,PA054,F_DERIVATIVE_ACCESS,FV0037,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00803,PA054,F_CONSTRAINT_CLASS,FV0042,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00804,PA054,F_DIMENSION_CONTEXT,FV0054,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00805,PA054,F_EVALUATION_COST,FV0062,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00806,PA054,F_NOISE_LEVEL,FV0064,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00807,PA054,F_SOLUTION_GOAL,FV0070,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00808,PA054,F_SCALE_STRUCTURE,FV0075,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00809,PA054,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00810,PA054,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00811,PA054,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S035;S055;S059,2026-07-13
PFM00812,PA055,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00813,PA055,F_OBJECTIVE_FORM,FV0013,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00814,PA055,F_CONVEXITY,FV0022,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00815,PA055,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00816,PA055,F_DERIVATIVE_ACCESS,FV0035,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00817,PA055,F_CONSTRAINT_CLASS,FV0045,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00818,PA055,F_DIMENSION_CONTEXT,FV0057,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00819,PA055,F_EVALUATION_COST,FV0062,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00820,PA055,F_NOISE_LEVEL,FV0064,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00821,PA055,F_SOLUTION_GOAL,FV0068,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00822,PA055,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00823,PA055,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00824,PA055,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00825,PA055,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S003;S041;S056,2026-07-13
PFM00826,PA055,F_STRUCTURE_NONLINEAR_LEAST_SQUARES,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S003;S041;S056,2026-07-13
PFM00827,PA055,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S003;S041;S056,2026-07-13
PFM00828,PA056,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S003;S041,2026-07-13
PFM00829,PA056,F_OBJECTIVE_FORM,FV0013,,,yes,yes,,high,S003;S041,2026-07-13
PFM00830,PA056,F_CONVEXITY,FV0022,,,yes,yes,,high,S003;S041,2026-07-13
PFM00831,PA056,F_SMOOTHNESS,FV0025,,,yes,yes,,high,S003;S041,2026-07-13
PFM00832,PA056,F_DERIVATIVE_ACCESS,FV0035,,,yes,yes,,high,S003;S041,2026-07-13
PFM00833,PA056,F_CONSTRAINT_CLASS,FV0042,,,yes,yes,,high,S003;S041,2026-07-13
PFM00834,PA056,F_DIMENSION_CONTEXT,FV0055,,,yes,yes,,high,S003;S041,2026-07-13
PFM00835,PA056,F_EVALUATION_COST,FV0060,,,yes,yes,,high,S003;S041,2026-07-13
PFM00836,PA056,F_NOISE_LEVEL,FV0064,,,yes,yes,,high,S003;S041,2026-07-13
PFM00837,PA056,F_SOLUTION_GOAL,FV0068,,,yes,yes,,high,S003;S041,2026-07-13
PFM00838,PA056,F_SCALE_STRUCTURE,FV0075,,,yes,yes,,high,S003;S041,2026-07-13
PFM00839,PA056,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S003;S041,2026-07-13
PFM00840,PA056,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S003;S041,2026-07-13
PFM00841,PA056,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S003;S041,2026-07-13
PFM00842,PA056,F_STRUCTURE_NONLINEAR_LEAST_SQUARES,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S003;S041,2026-07-13
